smiles,toxic,non_toxic_strict,n_labeled_endpoints,scaffold
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,1,0,10,C=C1CCCC/C1=C/C=C1\CCCC2CCC[C@@H]12
CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O,1,0,8,O=C1C=CC(=O)C=C1
COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,0,1,10,O=C1C=CC(=O)C=C1
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,1,0,6,O=C1C=CC(=O)C=C1
O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,1,0,8,O=C1C=CC(=O)C=C1
CC(C)(C)C1=CC(=O)C=C(C(C)(C)C)C1=O,1,0,10,O=C1C=CC(=O)C=C1
O=C1C=CC(=O)C=C1,1,0,12,O=C1C=CC(=O)C=C1
O=C1C(O)=C(O)C(=O)C(O)=C1O,0,1,12,O=C1C=CC(=O)C=C1
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,0,0,9,c1ccc2c(c1)CCc1ccccc1N2
CN(C)CCCN1c2ccccc2CCc2ccccc21,0,0,8,c1ccc2c(c1)CCc1ccccc1N2
CNCCCN1c2ccccc2CCc2ccccc21,0,1,10,c1ccc2c(c1)CCc1ccccc1N2
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,0,1,10,c1ccc2c(c1)CCc1ccccc1N2
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(C)C)c1ccccc1CC2,0,0,8,c1ccc2c(c1)CCc1ccccc1N2
c1ccc2c(c1)CCc1ccccc1N2,1,0,10,c1ccc2c(c1)CCc1ccccc1N2
CCCCCCCCCCC=CC1CC(=O)OC1=O,1,0,12,O=C1CCC(=O)O1
CCCCCC=CCC1CC(=O)OC1=O,0,1,10,O=C1CCC(=O)O1
O=C1CCC(=O)O1,0,1,12,O=C1CCC(=O)O1
CCCCCCCCC/C=C/CC1CC(=O)OC1=O,1,0,11,O=C1CCC(=O)O1
CCCCCCCCCCCCCCCC/C=C/C1CC(=O)OC1=O,0,1,10,O=C1CCC(=O)O1
C/C(=C\C(C)CC(C)CC(C)C)C1CC(=O)OC1=O,1,0,11,O=C1CCC(=O)O1
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,0,1,12,c1ccc(Cc2ccccn2)cc1
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,0,0,9,c1ccc(Cc2ccccn2)cc1
C[NH+](C)CCC(c1ccc(Cl)cc1)c1ccccn1,0,1,12,c1ccc(Cc2ccccn2)cc1
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,0,1,11,c1ccc(Cc2ccccn2)cc1
CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,1,0,12,c1ccc(Cc2ccccn2)cc1
CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,0,1,12,c1ccc(Cc2ccccn2)cc1
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,1,0,9,c1ccc2c(c1)CCO2
CC1(C)Cc2cccc(O)c2O1,0,1,12,c1ccc2c(c1)CCO2
CNC(=O)Oc1cccc2c1OC(C)(C)C2,1,0,12,c1ccc2c(c1)CCO2
CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,1,0,9,c1ccc2c(c1)CCO2
CC1(C)Cc2cccc(N)c2O1,0,1,12,c1ccc2c(c1)CCO2
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,0,0,8,c1ccc2c(c1)CCO2
O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,1,0,12,O=c1[nH]c(=O)[nH]c(=O)[nH]1
C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,1,0,7,O=c1[nH]c(=O)[nH]c(=O)[nH]1
O=c1[nH]c(=O)n(Cl)c(=O)n1Cl,0,1,10,O=c1[nH]c(=O)[nH]c(=O)[nH]1
CO[Si](CCCn1c(=O)n(CCC[Si](OC)(OC)OC)c(=O)n(CCC[Si](OC)(OC)OC)c1=O)(OC)OC,0,1,12,O=c1[nH]c(=O)[nH]c(=O)[nH]1
O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,0,1,12,O=c1[nH]c(=O)[nH]c(=O)[nH]1
C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,0,1,12,O=c1[nH]c(=O)[nH]c(=O)[nH]1
Cc1cc(C)cc(OP(=O)(Oc2cc(C)cc(C)c2)Oc2cc(C)cc(C)c2)c1,1,0,10,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1
CC(C)(C)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,1,0,9,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1
Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,1,0,12,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1
Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,1,0,11,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1
Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,1,0,9,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,1,0,11,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,1,0,10,c1ccc(CCN2CCC(Nc3ccccc3)CC2)cc1
CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2ccccc2)CC1,0,1,11,c1ccc(CCN2CCC(Nc3ccccc3)CC2)cc1
CCC(=O)N(c1ccccc1)[C@@H]1CCN(CCc2ccccc2)C[C@@H]1C,0,0,8,c1ccc(CCN2CCC(Nc3ccccc3)CC2)cc1
CCC(=O)N(c1ccccc1)[C@H]1CCN(CCc2ccccc2)C[C@@H]1C,0,0,8,c1ccc(CCN2CCC(Nc3ccccc3)CC2)cc1
CCC(=O)N(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1,0,1,11,c1ccc(CCN2CCC(Nc3ccccc3)CC2)cc1
CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1,0,1,11,c1ccc(CCN2CCC(Nc3ccccc3)CC2)cc1
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,0,0,2,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4C[C@H]3C[C@@H]12,0,0,1,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,0,1,12,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21
C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,0,1,11,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0,1,11,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,1,0,12,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21
c1ccc2cnncc2c1,0,1,12,c1ccc2cnncc2c1
Clc1nnc(Cl)c2ccccc12,1,0,11,c1ccc2cnncc2c1
Nc1cccc2c(O)nnc(O)c12,0,1,12,c1ccc2cnncc2c1
NNc1nnc(NN)c2ccccc12,0,0,2,c1ccc2cnncc2c1
NNc1nncc2ccccc12,1,0,10,c1ccc2cnncc2c1
CCOC(=O)NNc1nncc2ccccc12,0,1,12,c1ccc2cnncc2c1
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,1,0,12,O=S(=O)(Nc1ncccn1)c1ccccc1
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,0,1,12,O=S(=O)(Nc1ncccn1)c1ccccc1
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,0,1,12,O=S(=O)(Nc1ncccn1)c1ccccc1
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,0,1,10,O=S(=O)(Nc1ncccn1)c1ccccc1
Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,0,0,2,O=S(=O)(Nc1ncccn1)c1ccccc1
Cc1nc(NS(=O)(=O)c2ccc(N)cc2)nc(C)c1Br,0,1,10,O=S(=O)(Nc1ncccn1)c1ccccc1
O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1,0,1,12,C(=Cc1ccccc1)c1ccccc1
CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,1,0,9,C(=Cc1ccccc1)c1ccccc1
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,1,0,10,C(=Cc1ccccc1)c1ccccc1
CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,1,0,11,C(=Cc1ccccc1)c1ccccc1
Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,0,0,2,C(=Cc1ccccc1)c1ccccc1
CCC(=O)Oc1ccc(/C(CC)=C(\CC)c2ccc(OC(=O)CC)cc2)cc1,1,0,9,C(=Cc1ccccc1)c1ccccc1
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,1,0,12,O=c1cc[nH]c(=O)[nH]1
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,0,1,12,O=c1cc[nH]c(=O)[nH]1
O=c1cc[nH]c(=O)[nH]1,0,1,12,O=c1cc[nH]c(=O)[nH]1
O=c1[nH]cc(F)c(=O)[nH]1,1,0,12,O=c1cc[nH]c(=O)[nH]1
CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,0,0,1,O=c1cc[nH]c(=O)[nH]1
Cn1c(N)c(N=O)c(=O)n(C)c1=O,1,0,10,O=c1cc[nH]c(=O)[nH]1
O=C1OC2(c3ccc([O-])cc3Oc3cc([O-])ccc32)c2ccccc21,0,0,6,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21
O=C1OC2(c3cc(Br)c(O)c(Br)c3Oc3c2cc(Br)c(O)c3Br)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,1,0,7,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21
O=C1OC2(c3cc(Br)c([O-])cc3Oc3c2cc(Br)c([O-])[c]3[Hg][OH])c2ccccc21,0,0,9,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21
O=C1OC2(c3ccccc31)c1cc(Br)c(O)c(Br)c1Oc1c2cc(Br)c(O)c1Br,0,0,4,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21
O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,1,0,9,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,1,0,7,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,0,0,1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12
C[C@@H]1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,1,0,12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0,1,11,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12
C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,1,0,12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1,0,12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,0,1,11,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,0,1,12,C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,1,0,12,C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1
NC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)O1,1,0,10,C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,0,0,2,C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2NC(=O)C(O)CN)OC[C@]1(C)O,1,0,9,C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,0,1,10,C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1
O=CC=C(c1ccccc1)c1ccccc1,1,0,7,C=C(c1ccccc1)c1ccccc1
Oc1ccc(C(=C(Cl)Cl)c2ccc(O)cc2)cc1,1,0,7,C=C(c1ccccc1)c1ccccc1
CCOC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,1,0,11,C=C(c1ccccc1)c1ccccc1
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1,0,10,C=C(c1ccccc1)c1ccccc1
CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,1,0,11,C=C(c1ccccc1)c1ccccc1
CCC(CN)=C(c1ccccc1)c1ccccc1,0,0,1,C=C(c1ccccc1)c1ccccc1
CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,0,1,11,c1ccc(CCc2ccccc2)cc1
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,0,0,8,c1ccc(CCc2ccccc2)cc1
CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,1,0,11,c1ccc(CCc2ccccc2)cc1
COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1,0,1,10,c1ccc(CCc2ccccc2)cc1
c1ccc(CCc2ccccc2)cc1,0,1,12,c1ccc(CCc2ccccc2)cc1
O=C(O)C(Cc1cc(I)c(O)c(I)c1)c1ccccc1,1,0,11,c1ccc(CCc2ccccc2)cc1
O=C1OC(=O)c2ccccc21,0,1,10,O=C1OC(=O)c2ccccc21
O=C1OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,0,1,12,O=C1OC(=O)c2ccccc21
O=C1OC(=O)c2c(Br)c(Br)c(Br)c(Br)c21,0,1,11,O=C1OC(=O)c2ccccc21
Cc1ccc2c(c1)C(=O)OC2=O,0,1,12,O=C1OC(=O)c2ccccc21
O=C(O)c1ccc2c(c1)C(=O)OC2=O,0,1,12,O=C1OC(=O)c2ccccc21
O=C1OC(=O)c2cc([N+](=O)[O-])ccc21,0,1,12,O=C1OC(=O)c2ccccc21
CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,0,1,12,O=c1ncccn1[C@H]1CCCO1
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,1,0,12,O=c1ncccn1[C@H]1CCCO1
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,1,0,11,O=c1ncccn1[C@H]1CCCO1
CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,1,0,10,O=c1ncccn1[C@H]1CCCO1
Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1I,0,0,2,O=c1ncccn1[C@H]1CCCO1
Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,0,1,12,O=c1ncccn1[C@H]1CCCO1
CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0,0,9,c1ccc(C(c2ccccc2)N2CCNCC2)cc1
C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)C[C@H]1C,0,1,11,c1ccc(C(c2ccccc2)N2CCNCC2)cc1
NC(=O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0,1,11,c1ccc(C(c2ccccc2)N2CCNCC2)cc1
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0,1,11,c1ccc(C(c2ccccc2)N2CCNCC2)cc1
CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0,1,12,c1ccc(C(c2ccccc2)N2CCNCC2)cc1
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1,0,12,c1ccc(C(c2ccccc2)N2CCNCC2)cc1
O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,1,0,8,c1ccc(Nc2ccccn2)cc1
O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,1,0,8,c1ccc(Nc2ccccn2)cc1
CNC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,1,0,8,c1ccc(Nc2ccccn2)cc1
Cc1cccc(Nc2ncccc2C(=O)O)c1C,1,0,8,c1ccc(Nc2ccccn2)cc1
Cc1cccc(C)c1Nc1ncccc1C(=O)O,1,0,6,c1ccc(Nc2ccccn2)cc1
Cc1c(Cl)cccc1Nc1ncccc1C(=O)O,1,0,7,c1ccc(Nc2ccccn2)cc1
Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,0,1,12,c1cn[nH]c1
Cc1cc(C)n(CO)n1,0,1,12,c1cn[nH]c1
NCCc1cc[nH]n1,0,1,12,c1cn[nH]c1
N=C(N)n1cccn1,0,1,10,c1cn[nH]c1
Cc1cn[nH]c1,0,1,12,c1cn[nH]c1
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,1,0,7,O=c1c(-c2ccccc2)coc2ccccc12
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,1,0,10,O=c1c(-c2ccccc2)coc2ccccc12
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,1,0,10,O=c1c(-c2ccccc2)coc2ccccc12
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,1,0,8,O=c1c(-c2ccccc2)coc2ccccc12
COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,1,0,10,O=c1c(-c2ccccc2)coc2ccccc12
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,0,0,9,O=C1CCCC1
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,0,0,8,O=C1CCCC1
O=C1CCCC1,0,1,12,O=C1CCCC1
CCCCCC1C(=O)CCC1CC(=O)OC,0,1,12,O=C1CCCC1
CCCCCCCC1CCCC1=O,0,1,11,O=C1CCCC1
O=S1(=O)OC(c2ccc([O-])cc2)(c2ccc(O)cc2)c2ccccc21,0,1,10,O=S1(=O)OC(c2ccccc2)(c2ccccc2)c2ccccc21
O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,1,0,12,O=S1(=O)OC(c2ccccc2)(c2ccccc2)c2ccccc21
Cc1c(C2(c3cc(Br)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(Br)c(O)c1Br,0,0,7,O=S1(=O)OC(c2ccccc2)(c2ccccc2)c2ccccc21
Cc1cc(C2(c3cc(C)c(O)cc3C)OS(=O)(=O)c3ccccc32)c(C)cc1O,1,0,11,O=S1(=O)OC(c2ccccc2)(c2ccccc2)c2ccccc21
O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2ccccc21,0,0,7,O=S1(=O)OC(c2ccccc2)(c2ccccc2)c2ccccc21
Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,0,1,12,c1ccc2c(c1)CCCO2
CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,0,1,12,c1ccc2c(c1)CCCO2
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,0,1,12,c1ccc2c(c1)CCCO2
Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)OCCO)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,1,0,10,c1ccc2c(c1)CCCO2
Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,0,0,9,c1ccc2c(c1)CCCO2
CCC(=O)OC1(c2ccccc2)CCN(C)CC1,0,1,11,c1ccc(C2CCNCC2)cc1
OC1(c2ccc(Cl)cc2)CCNCC1,0,0,2,c1ccc(C2CCNCC2)cc1
OC1(c2ccccc2)CCNCC1,0,0,2,c1ccc(C2CCNCC2)cc1
CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@H]1C,0,1,10,c1ccc(C2CCNCC2)cc1
CCc1ccc(C2CCNCC2)cc1,0,0,2,c1ccc(C2CCNCC2)cc1
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,0,0,7,c1ccc(COc2ccccc2)cc1
CO/N=C(/C(=O)OC)c1ccccc1COc1ccccc1C,1,0,6,c1ccc(COc2ccccc2)cc1
Oc1ccc(OCc2ccccc2)cc1,1,0,9,c1ccc(COc2ccccc2)cc1
CNCCC(Oc1ccccc1OC)c1ccccc1,0,1,12,c1ccc(COc2ccccc2)cc1
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,0,1,10,c1ccc(COc2ccccc2)cc1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0,1,12,O=C1CCCCOC(=O)C[C@@H](O[C@H]2CCCCO2)C[C@@H](O[C@H]2CCCCO2)CCC1
CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,0,1,10,O=C1CCCCOC(=O)C[C@@H](O[C@H]2CCCCO2)C[C@@H](O[C@H]2CCCCO2)CCC1
CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,0,0,2,O=C1CCCCOC(=O)C[C@@H](O[C@H]2CCCCO2)C[C@@H](O[C@H]2CCCCO2)CCC1
CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C.CCCCCCCCCCCCOS(=O)(=O)O,0,0,7,O=C1CCCCOC(=O)C[C@@H](O[C@H]2CCCCO2)C[C@@H](O[C@H]2CCCCO2)CCC1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,1,0,9,O=C1CCCCOC(=O)C[C@@H](O[C@H]2CCCCO2)C[C@@H](O[C@H]2CCCCO2)CCC1
CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,0,1,10,c1ccc(CC2CCCCC2)cc1
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,0,0,9,c1ccc(CC2CCCCC2)cc1
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,0,1,12,c1ccc(CC2CCCCC2)cc1
CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1,1,0,11,c1ccc(CC2CCCCC2)cc1
CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,0,1,11,c1ccc(CC2CCCCC2)cc1
OC1CCCc2ccccc21,0,1,12,c1ccc2c(c1)CCCC2
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,1,0,10,c1ccc2c(c1)CCCC2
